perturbation_type,noise_snr_db,phase_jitter_sd_deg,realization,angle_count,minimum_angle_deg,maximum_angle_deg,total_angle_span_deg,evaluation_z_mm,method,measurement_ok,peak_x_mm,peak_x_bias_mm,peak_amplitude,background_rms,peak_to_background_db,lateral_fwhm_mm,lateral_width_minus10_db_mm,lateral_width_minus20_db_mm,samples_per_fwhm,grid_spacing_mm,measurement_error
noise,20.0,0.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2659.588134765625,0.135696677799731,85.8449034321709,0.009070123820204168,0.017093918838771704,0.05638496429998385,23.219516979723576,0.00039062499999998473,
noise,20.0,0.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0015625,0.0015625,2626.756103515625,6.747847673773304,51.80508959621993,0.11644274826598919,0.17788874081243106,0.29224482921761175,298.093435560944,0.00039062499999998473,
noise,20.0,0.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53469.04296875,525.9851074098283,40.142579259681014,0.2257273593906614,0.2819009125131555,0.524836408486494,577.8620400401157,0.00039062499999998473,
noise,20.0,0.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2585.892333984375,0.14503602850608813,85.022690792433,0.009459999701757076,0.017604129442353796,0.05763403039969289,24.217599236499062,0.00039062499999998473,
noise,20.0,0.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0015625,-0.0015625,2656.729248046875,5.904067103226315,53.063920241858455,0.11493114126484066,0.17327764456778277,0.28688931170798615,294.2237216380036,0.00039062499999998473,
noise,20.0,0.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53418.55078125,433.549509277081,41.81306805316083,0.22588266711774269,0.2822012134340422,0.5239654069213715,578.2596278214439,0.00039062499999998473,
noise,20.0,0.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2621.8466796875,0.13843533995181379,85.5472063980267,0.009251297563824038,0.017334058093707763,0.05690628620637825,23.683321763390463,0.00039062499999998473,
noise,20.0,0.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0027343750000000003,-0.0027343750000000003,2615.41650390625,5.874231502523205,52.97179603824784,0.11910912744951402,0.17852026042403812,0.2911753595247397,304.9193662707678,0.00039062499999998473,
noise,10.0,0.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,-0.00078125,-0.00078125,53291.29296875,332.46768641588835,44.0981363221708,0.22675752690025755,0.2822122423579294,0.5202174603343406,580.499268864682,0.00039062499999998473,
noise,10.0,0.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,-0.00078125,-0.00078125,2551.79443359375,0.1416697181159075,85.11137311929156,0.00954583044601114,0.017715924551886957,0.05799800976206469,24.43732594178947,0.00039062499999998473,
noise,10.0,0.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.009765625,0.009765625,2523.67041015625,7.330774727467381,50.737655234115294,0.12444398709389394,0.18215860815292195,0.2957125919194164,318.57660696038096,0.00039062499999998473,
noise,10.0,0.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53150.35546875,502.8351839737924,40.48161030494029,0.2261175142472373,0.2825197034205338,0.4003015991218404,578.8608364729502,0.00039062499999998473,
noise,10.0,0.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2592.694091796875,0.1640714421515812,83.97436565109787,0.009407533403546794,0.017574796175887204,0.05759532855228306,24.083285513080735,0.00039062499999998473,
noise,10.0,0.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.00390625,-0.00390625,2521.770751953125,6.186709571179853,52.20491748785335,0.12382895327739872,0.1806699531763237,0.2843933721071457,317.0021203901531,0.00039062499999998473,
noise,10.0,0.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53595.98828125,458.38292699841634,41.35807700056192,0.22595698214286836,0.2821498353858505,0.5124930313210974,578.4498742857656,0.00039062499999998473,
noise,10.0,0.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,-0.000390625,-0.000390625,2550.0791015625,0.14495347316469392,84.90650052772094,0.009644935803667118,0.01788698383434229,0.05847014339334278,24.691035657388785,0.00039062499999998473,
noise,10.0,0.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0054687500000000005,0.0054687500000000005,2460.146240234375,4.7712432301774905,54.24658734405582,0.12408442851476256,0.18290882471916778,0.29202366188238804,317.6561369978046,0.00039062499999998473,
noise,10.0,0.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,-0.00078125,-0.00078125,53428.515625,366.5216574174247,43.27346933603099,0.22485515067857265,0.2810216271514806,0.46042990948853646,575.6291857371684,0.00039062499999998473,
noise,10.0,0.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2609.202392578125,0.12147419561914191,86.64047472332146,0.009361772256680988,0.017506201392038196,0.057375205465211035,23.966136977104266,0.00039062499999998473,
noise,10.0,0.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.00625,-0.00625,2517.403076171875,5.125544621228702,53.82425479726901,0.1235299408319559,0.17807577258919943,0.28783692016958584,316.23664852981943,0.00039062499999998473,
noise,10.0,0.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53265.84375,572.251505582935,39.37723733645776,0.22603731570905772,0.28209314539955876,0.5257754547700597,578.6555282152103,0.00039062499999998473,
noise,10.0,0.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2413.26806640625,0.14090997502530156,84.67327656392628,0.010434940683201634,0.019114638237096613,0.061620336704169824,26.713448148997227,0.00039062499999998473,
noise,10.0,0.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.003125,0.003125,2633.251953125,7.352981848175129,51.08057842243217,0.11265386354373735,0.17455981824504951,0.28622716466718257,288.3938906719789,0.00039062499999998473,
noise,10.0,0.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53144.21875,503.5317583088316,40.468583197433986,0.22577839965126262,0.2815592621591727,0.5176858213330917,577.9927031072549,0.00039062499999998473,
noise,10.0,0.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2571.662353515625,0.1485391652539962,84.76745936615886,0.009494524834948895,0.017689263706647054,0.05780211346251323,24.305983577470123,0.00039062499999998473,
noise,10.0,0.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.008203125,-0.008203125,2486.48388671875,5.393655518043561,53.27404887425069,0.12833651290202996,0.18284283502541826,0.30773093174758887,328.54147302920956,0.00039062499999998473,
noise,10.0,0.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53464.1953125,506.405288072952,40.4712960512321,0.22581704467695973,0.2819876245799735,0.4654809506638179,578.0916343730395,0.00039062499999998473,
noise,10.0,0.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.000390625,0.000390625,2585.81201171875,0.13606505901917854,85.57700668295972,0.009472631513471452,0.01762516295346212,0.05764969689180896,24.249936674487863,0.00039062499999998473,
noise,10.0,0.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2626.049560546875,5.030504742596696,54.353827106979075,0.12698435323176216,0.18234101490469845,0.2916688298677622,325.0799442733238,0.00039062499999998473,
noise,10.0,0.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,-0.00078125,-0.00078125,53374.7421875,559.5672578745208,39.58966991466315,0.22638867436387078,0.2826157742612256,0.4644834651723682,579.5550063715318,0.00039062499999998473,
noise,10.0,0.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,-0.000390625,-0.000390625,2549.51953125,0.14953920328243847,84.63406561731296,0.009650213249719423,0.01791125391345079,0.05842187195967071,24.70454591928269,0.00039062499999998473,
noise,10.0,0.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.009375000000000001,-0.009375000000000001,2649.665283203125,6.591318031917282,52.08437497196616,0.11647417060829104,0.1783724598756507,0.2956230992535274,298.1738767572367,0.00039062499999998473,
noise,10.0,0.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53552.40234375,553.6120969896006,39.711467731740974,0.22561430549895378,0.28176040439141237,0.4639534926392895,577.5726220773442,0.00039062499999998473,
noise,10.0,0.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.000390625,0.000390625,2595.407958984375,0.1644422110168143,83.96384649228398,0.009403839519458142,0.017504064083751797,0.05732778956272355,24.073829169813784,0.00039062499999998473,
noise,10.0,0.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.003125,0.003125,2433.4306640625,6.261626604470282,51.790636206335996,0.12110294937254565,0.18050021876872607,0.29236329826191537,310.02355039372895,0.00039062499999998473,
noise,10.0,0.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53264.203125,571.6920248100353,39.38546600461477,0.22590129313482124,0.2817458978226272,0.3959683039912376,578.3073104251649,0.00039062499999998473,
noise,10.0,0.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2575.776123046875,0.14163825952030432,85.1945506326939,0.009529180126286441,0.017753381640249973,0.05805967302346107,24.394701123294244,0.00039062499999998473,
noise,10.0,0.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0015625,-0.0015625,2575.459716796875,9.129654122640474,49.00800873632125,0.1182326069953738,0.17936217163395882,0.29959947882569404,302.6754739081688,0.00039062499999998473,
phase,infinity,0.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,0.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53437.4453125,489.5172508311495,40.761553729128664,0.22583706239931722,0.2820058969681124,0.5243583409268576,578.1428797422747,0.00039062499999998473,
phase,infinity,0.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2671.673583984375,0.13801952320384245,85.73685747280074,0.008978267001653516,0.0169533689600971,0.05598056879039014,22.9843635242339,0.00039062499999998473,
phase,infinity,0.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0,0.0,2671.8544921875,6.070832168657264,52.87129152509827,0.11595492502846433,0.17584034134768844,0.28936837755388345,296.8446080728803,0.00039062499999998473,
phase,infinity,2.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54633.4140625,528.0924257564042,40.29496803973875,0.22706353792240586,0.2836508921022201,0.5273219044299979,581.2826570813817,0.00039062499999998473,
phase,infinity,2.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2731.4716796875,0.12678659816929394,86.6664670533396,0.009024642664595295,0.017039237230736175,0.05626405494738759,23.103085221364857,0.00039062499999998473,
phase,infinity,2.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0125,-0.0125,912.132568359375,1.4794722352484135,55.79902286977578,0.17830332039945396,0.2270396441280062,0.3050342852489729,456.45650022262,0.00039062499999998473,
phase,infinity,2.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53068.875,461.18615471857106,41.219272406473166,0.22561883779572842,0.2818559097252413,0.5241464940436901,577.5842247570873,0.00039062499999998473,
phase,infinity,2.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2653.253662109375,0.14355511422798353,85.33520206495594,0.008963925283008618,0.016925667312907587,0.05588654006103759,22.947648724502958,0.00039062499999998473,
phase,infinity,2.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.00625,0.00625,2384.0595703125,4.711377292039595,54.0833843699515,0.12778137373831389,0.1861475077763508,0.29605560208467435,327.12031677009634,0.00039062499999998473,
phase,infinity,2.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53760.09375,442.56357116503324,41.689687090234166,0.22628110244091582,0.28274127169856933,0.5264183549205103,579.2796222487672,0.00039062499999998473,
phase,infinity,2.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2687.80810546875,0.14468427729690644,85.37953839934045,0.008988085022777476,0.016970236780718354,0.05603291760538248,23.009497658311236,0.00039062499999998473,
phase,infinity,2.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.071484375,-0.071484375,1593.485107421875,1.6816142583047557,59.53243255785437,0.18038921135176816,0.23625715659954796,0.34071951880175333,461.79638106054455,0.00039062499999998473,
phase,infinity,2.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53268.40625,476.6135481146033,40.96606639744921,0.2258117945984227,0.28211903363545826,0.524609584032286,578.0781941719847,0.00039062499999998473,
phase,infinity,2.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2663.229736328125,0.1418777123727689,85.46988907953963,0.008971144922244129,0.01693904621842446,0.0559305687995555,22.966131000945868,0.00039062499999998473,
phase,infinity,2.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0078125,-0.0078125,2424.627197265625,4.6552492347736925,54.33404069973073,0.1275240511125318,0.1861114644805647,0.2965858116124588,326.46157084809414,0.00039062499999998473,
phase,infinity,2.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53219.63671875,474.0684240903716,41.00461752267458,0.22560852763485684,0.28148490969107043,0.39822665884402536,577.5578307452561,0.00039062499999998473,
phase,infinity,2.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2660.790771484375,0.14625395872506455,85.19806190863133,0.008976781221683596,0.01695206977766493,0.055979950294758204,22.980559927510907,0.00039062499999998473,
phase,infinity,2.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.032031250000000004,-0.032031250000000004,1755.796630859375,2.38550401466874,57.337881190953524,0.14826493816746758,0.20661438581729902,0.3100859844386742,379.5582417087318,0.00039062499999998473,
phase,infinity,2.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54384.80078125,471.85531091170395,41.23337388861965,0.22632268174952003,0.2828000347082747,0.5256518309214895,579.3860652787939,0.00039062499999998473,
phase,infinity,2.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2719.04541015625,0.13774480360449032,85.90682473083397,0.008989394326261071,0.016972403662578774,0.05604075753585489,23.012849475229242,0.00039062499999998473,
phase,infinity,2.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0171875,-0.0171875,2644.515380859375,5.739921565108797,53.26880278774766,0.12005295054896672,0.1800111632351709,0.2931758643460586,307.33555340536685,0.00039062499999998473,
phase,infinity,2.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53791.265625,498.074863701302,40.66834275783587,0.22617034661559704,0.28239545668799015,0.5250028701073046,578.9960873359511,0.00039062499999998473,
phase,infinity,2.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2689.367431640625,0.13424650915444328,86.03494279591766,0.008992892631454946,0.016980879770209123,0.05607214676111294,23.02180513652556,0.00039062499999998473,
phase,infinity,2.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.047656250000000004,0.047656250000000004,985.95654296875,1.3546615612414317,57.240539311941426,0.17890001604664071,0.23099497806941022,0.3165156888991445,457.98404107941815,0.00039062499999998473,
phase,infinity,2.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52721.83203125,465.80020169775804,41.075816417911966,0.22578834595566122,0.2819715761398033,0.5244625052467198,578.0181656465153,0.00039062499999998473,
phase,infinity,2.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2635.90771484375,0.13810661502704794,85.61431440603441,0.008975422133631793,0.01694823488739588,0.055963214411601445,22.977080662098288,0.00039062499999998473,
phase,infinity,2.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.03359375,-0.03359375,2249.970703125,3.9576940027924556,55.09469300792651,0.1322668372011677,0.1909533835898306,0.30142980225053206,338.60310323500255,0.00039062499999998473,
phase,infinity,2.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,50531.69140625,503.1503565933782,40.03732100896296,0.22475842821761838,0.28030944063053964,0.3915299678082468,575.3815762371255,0.00039062499999998473,
phase,infinity,2.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2526.40625,0.14409406423811774,84.87714192100546,0.008948931702832376,0.016901959075109187,0.055816424461718445,22.909265159251778,0.00039062499999998473,
phase,infinity,2.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.021875000000000002,-0.021875000000000002,2245.774658203125,4.43746686898286,54.084621066184084,0.12642426031464318,0.1841951798652575,0.2933908019713568,323.6461064054992,0.00039062499999998473,
phase,infinity,2.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54386.44921875,463.85780810619315,41.38211668140036,0.2252962319775597,0.28139691976112713,0.5235574878860672,576.7583538625754,0.00039062499999998473,
phase,infinity,2.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2719.1220703125,0.15365992445525314,84.95736179184487,0.008951343309263685,0.016901520153395685,0.055806158265523015,22.915438871715928,0.00039062499999998473,
phase,infinity,2.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.015625,-0.015625,2680.16796875,6.1840174265531385,52.737826155773924,0.11745175854658726,0.17724897959335634,0.28980300563421224,300.6765018792751,0.00039062499999998473,
phase,infinity,5.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54992.0859375,405.3066003162618,42.65033034601095,0.226289949023792,0.28253538974278813,0.526898238184265,579.3022695009302,0.00039062499999998473,
phase,infinity,5.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2749.40625,0.14485545246431095,85.5660813714509,0.008993974432314707,0.0169817837867522,0.056074790263585694,23.024574546726548,0.00039062499999998473,
phase,infinity,5.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.00078125,0.00078125,555.39404296875,0.7204406026106079,57.740060729547594,0.19250915991408532,0.2436643575278426,0.32393828896054633,492.8234493800777,0.00039062499999998473,
phase,infinity,5.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52934.23828125,583.4494384613392,39.154668836202134,0.22385153398495033,0.27919059804365787,0.3830687272473494,573.0599270014952,0.00039062499999998473,
phase,infinity,5.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2646.52197265625,0.16236355149428933,84.2437392334704,0.008910179870225287,0.01682780513883752,0.05556972642521124,22.810060467777625,0.00039062499999998473,
phase,infinity,5.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.07265625,-0.07265625,1121.267333984375,2.213546963538384,54.092408587950366,0.18777488367787473,0.24364915231913153,0.4027405140345761,480.7037022153781,0.00039062499999998473,
phase,infinity,5.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54618.75390625,453.90525009506393,41.60753163424942,0.226312778350489,0.2822875872321572,0.3978641983971734,579.3607125772745,0.00039062499999998473,
phase,infinity,5.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2730.738525390625,0.14741145897145508,85.35497745743436,0.009007031676179868,0.017008559556002844,0.05616819407296965,23.058001091021364,0.00039062499999998473,
phase,infinity,5.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.049609375000000004,0.049609375000000004,828.77490234375,1.264409066462084,56.33097979275377,0.17827285950912825,0.22795725606896375,0.30610278973432953,456.3785203433861,0.00039062499999998473,
phase,infinity,5.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52618.23828125,490.58225501014846,40.60848936303827,0.22483704707141194,0.28063800942655864,0.3976655475888064,575.582840502837,0.00039062499999998473,
phase,infinity,5.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2630.721923828125,0.14643148843319068,85.08880934493588,0.008941955016095265,0.01688626131989978,0.055759577514770606,22.891404841204775,0.00039062499999998473,
phase,infinity,5.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0011718750000000002,0.0011718750000000002,1974.68994140625,2.4202916793924243,58.232624124392196,0.14177782759383076,0.19785899042960622,0.30047233897492176,362.95123864022094,0.00039062499999998473,
phase,infinity,5.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,50623.5390625,580.3113142602457,38.81382930252775,0.22411603851968728,0.2795469795384372,0.38590672717035357,573.7370586104219,0.00039062499999998473,
phase,infinity,5.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2530.995361328125,0.14133634923423505,85.06074960114853,0.008923150903727396,0.016853401666940625,0.055655873061898786,22.843266313543026,0.00039062499999998473,
phase,infinity,5.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.019921875000000002,0.019921875000000002,574.607421875,2.316025647130482,47.89255733733886,0.15371431445066228,0.19549194092974925,0.26694425276532074,393.5086449937108,0.00039062499999998473,
phase,infinity,5.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52037.51171875,571.4089200072959,39.18739012043898,0.2252135274587463,0.2805768534407202,0.3816396511582748,576.546630294413,0.00039062499999998473,
